korpus.id,hit,task,ad.mace,ad.annotation,cutoff.mace,cutoff.annotation,loading.mace,loading.annotation,pornographic.mace,pornographic.annotation,popup.mace,popup.annotation,captcha.mace,captcha.annotation,error.mace,error.annotation
2046,1061,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
3324,1061,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
2206,1061,3,no,-,no,-,no,-,no,-,not,-,not,-,very,-
8516,1061,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
4785,1061,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
1257,1062,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
6945,1062,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
6637,1062,3,no,-,no,yes,no,-,no,-,not,-,not,-,not,-
454,1062,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
7837,1062,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
290,1063,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
206,1063,2,no,-,no,-,no,-,no,-,not,abit,not,-,not,-
5497,1063,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
9125,1063,4,yes,-,no,-,no,-,no,-,not,-,not,-,not,-
8900,1063,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
2933,1064,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
4996,1064,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
4159,1064,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
6776,1064,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
8147,1064,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
546,1065,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
3102,1065,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
9525,1065,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
3951,1065,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
2250,1065,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
7439,1066,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
4336,1066,2,no,-,yes,-,no,-,no,-,not,-,not,-,not,-
374,1066,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
7844,1066,4,no,-,no,-,no,-,no,-,not,-,not,-,very,-
8546,1066,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
3329,1067,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
2219,1067,2,no,-,no,-,no,-,no,-,not,-,not,-,very,-
3857,1067,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
6486,1067,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
6971,1067,5,no,-,no,-,no,-,no,-,not,abit,not,-,not,-
193,1068,1,no,-,no,-,no,-,no,-,not,-,not,-,very,-
9847,1068,2,no,-,no,-,no,-,yes,-,not,-,not,-,not,-
572,1068,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
6561,1068,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
2431,1068,5,yes,-,no,-,no,-,no,-,not,-,not,-,not,-
3033,1069,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
6451,1069,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
3603,1069,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
5986,1069,4,no,-,no,yes,no,-,no,-,not,-,not,-,not,-
6135,1069,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
5407,1070,1,no,-,no,-,no,-,yes,no,not,-,not,-,not,-
527,1070,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
9844,1070,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
6591,1070,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
5793,1070,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
5631,1071,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
1344,1071,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
7554,1071,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
1450,1071,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
3191,1071,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
1597,1072,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
9791,1072,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
3351,1072,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
8156,1072,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
6936,1072,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
1195,1073,1,no,-,yes,-,no,-,no,-,not,-,not,-,not,-
6845,1073,2,no,-,no,-,no,-,no,-,not,-,not,-,not,abit
3151,1073,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
1232,1073,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
721,1073,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
45,1074,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
1954,1074,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
3632,1074,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
3496,1074,4,no,-,no,yes,no,-,no,-,not,-,not,-,not,-
1749,1074,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
3630,1075,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
5617,1075,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
5724,1075,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
5846,1075,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
4922,1075,5,yes,-,no,-,no,-,no,-,very,-,not,-,not,-
8814,1076,1,no,-,no,yes,no,-,no,-,not,-,not,-,not,-
7461,1076,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
8553,1076,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
8058,1076,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
2184,1076,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
2979,1077,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
7902,1077,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
1055,1077,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
2103,1077,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
5627,1077,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
9146,1078,1,no,-,no,-,no,-,no,-,abit,-,not,-,not,-
8429,1078,2,no,-,no,-,no,-,no,-,very,-,not,-,not,-
8674,1078,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
631,1078,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
3145,1078,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
2536,1079,1,no,-,no,-,no,-,no,-,not,-,not,-,very,-
7377,1079,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
745,1079,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
9441,1079,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
9078,1079,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
944,1080,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
2365,1080,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
4301,1080,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
8646,1080,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
7804,1080,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
1753,1081,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
8261,1081,2,no,-,no,-,no,-,no,-,not,-,not,-,very,-
2624,1081,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
6829,1081,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
4497,1081,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
4285,1082,1,no,-,no,-,no,-,no,-,not,abit,not,-,not,-
6480,1082,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
8632,1082,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
958,1082,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
6675,1082,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
8002,1083,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
2738,1083,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
424,1083,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
1853,1083,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
9736,1083,5,no,-,no,-,no,-,yes,-,not,abit,not,-,not,-
7525,1084,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
2335,1084,2,no,-,no,yes,no,-,no,-,not,-,not,-,not,-
7933,1084,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
5098,1084,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
2903,1084,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
4171,1085,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
4823,1085,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
7142,1085,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
1831,1085,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
4207,1085,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
1598,1086,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
7689,1086,2,no,-,no,-,no,-,no,-,not,-,not,-,very,-
3127,1086,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
103,1086,4,no,-,no,-,no,-,yes,-,not,-,not,-,not,-
6059,1086,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
9626,1087,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
9730,1087,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
7118,1087,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
5798,1087,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
4734,1087,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
5419,1088,1,no,-,no,-,no,-,yes,-,not,-,not,-,not,-
6204,1088,2,no,-,no,-,no,-,no,-,not,-,not,-,very,-
5730,1088,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
2223,1088,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
8916,1088,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
2579,1089,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
9119,1089,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
660,1089,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
9143,1089,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
9658,1089,5,no,-,no,-,no,-,no,-,not,-,not,-,not,very
3268,1090,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
4947,1090,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
254,1090,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
7147,1090,4,no,-,no,-,no,-,no,-,not,-,not,-,not,very
5853,1090,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
2256,1091,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
7579,1091,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
3302,1091,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
7803,1091,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
509,1091,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
6270,1092,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
4496,1092,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
8588,1092,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
9720,1092,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
3453,1092,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
3641,1093,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
5443,1093,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
5592,1093,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
530,1093,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
2557,1093,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
8831,1094,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
7617,1094,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
2631,1094,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
2435,1094,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
2155,1094,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
49,1095,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
6113,1095,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
6169,1095,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
8596,1095,4,no,-,no,-,no,-,no,-,not,-,not,-,very,-
6508,1095,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
2630,1096,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
5697,1096,2,no,-,no,-,no,-,no,-,not,-,not,very,not,-
9228,1096,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
9882,1096,4,no,-,no,-,no,-,yes,-,not,abit,not,-,not,-
6496,1096,5,no,-,no,-,no,-,yes,-,not,-,not,-,not,-
5293,1097,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
5908,1097,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
8454,1097,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
1713,1097,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
7893,1097,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
583,1098,1,no,-,no,yes,no,-,no,-,not,-,not,-,not,-
7283,1098,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
9488,1098,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
6679,1098,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
5658,1098,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
4542,1099,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
3536,1099,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
2884,1099,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
93,1099,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
7531,1099,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
9350,1100,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
6300,1100,2,no,-,no,-,no,-,no,-,not,abit,not,-,not,-
6727,1100,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
1290,1100,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
7672,1100,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
8882,1101,1,no,-,no,-,no,-,no,-,not,-,not,-,very,-
1315,1101,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
6911,1101,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
6751,1101,4,no,-,no,-,no,-,no,-,not,-,not,abit,not,-
6431,1101,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
7412,1102,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
4562,1102,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
9100,1102,3,no,-,no,-,no,-,yes,-,not,-,not,-,not,-
8476,1102,4,no,-,no,-,no,-,yes,-,not,abit,not,-,not,-
2670,1102,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
3696,1103,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
4446,1103,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
7143,1103,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
4816,1103,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
9862,1103,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
6618,1104,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
2048,1104,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
7090,1104,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
1417,1104,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
2295,1104,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
8742,1105,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
4852,1105,2,no,-,no,-,no,-,no,-,not,abit,not,-,not,very
1512,1105,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
8638,1105,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
6403,1105,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
9494,1106,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
9400,1106,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
6655,1106,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
5951,1106,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
4099,1106,5,no,-,no,-,no,-,no,-,not,-,not,-,not,abit
2225,1107,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
8542,1107,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
5759,1107,3,yes,-,no,-,no,-,no,-,not,-,not,-,not,-
587,1107,4,yes,-,no,yes,no,-,no,-,not,-,not,-,not,-
3835,1107,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
2440,1108,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
3705,1108,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
420,1108,3,yes,-,no,-,no,-,no,-,not,-,not,-,not,-
4582,1108,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
5932,1108,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
9495,1109,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
1409,1109,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
8313,1109,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
4859,1109,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
4779,1109,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
481,1110,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
83,1110,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
5666,1110,3,no,-,no,-,no,-,no,-,not,-,not,very,not,-
1887,1110,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
1681,1110,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
1900,1111,1,no,-,no,yes,no,-,no,-,not,-,not,-,not,-
3668,1111,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
3863,1111,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
2464,1111,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
8912,1111,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
7891,1112,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
4477,1112,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
7253,1112,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
744,1112,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
8696,1112,5,yes,-,no,-,no,-,no,-,not,-,not,-,not,-
3617,1113,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
7763,1113,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
5021,1113,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
7003,1113,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
2833,1113,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
4705,1114,1,no,-,no,-,no,-,no,-,not,-,not,-,very,-
1973,1114,2,no,-,no,-,no,-,no,-,not,-,not,-,not,abit
3165,1114,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
7524,1114,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
7998,1114,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
2650,1115,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
1837,1115,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
1229,1115,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
1666,1115,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
268,1115,5,no,-,yes,-,no,-,no,-,not,-,not,-,not,-
1612,1116,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
7302,1116,2,no,-,no,-,no,-,yes,-,not,-,not,-,not,-
6765,1116,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
5335,1116,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
8320,1116,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
1266,1117,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
7946,1117,2,no,-,no,-,no,-,no,-,not,-,not,-,very,-
6623,1117,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
9662,1117,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
2343,1117,5,no,-,no,-,no,-,yes,no,not,-,not,-,not,-
623,1118,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
185,1118,2,no,-,yes,-,no,-,no,-,not,-,not,-,not,-
6792,1118,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
6834,1118,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
6302,1118,5,no,-,no,-,no,-,no,-,not,abit,not,-,not,-
15,1119,1,no,-,no,-,no,-,no,-,very,-,not,-,not,-
5626,1119,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
8186,1119,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
1619,1119,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
7765,1119,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
1784,1120,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
7888,1120,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
7048,1120,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
1201,1120,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
8662,1120,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
1023,1121,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
9722,1121,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
6799,1121,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
8143,1121,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
1570,1121,5,no,-,no,-,no,-,no,-,very,-,not,-,not,-
3395,1122,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
264,1122,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
3612,1122,3,no,-,yes,no,no,-,no,-,not,-,not,-,not,-
6114,1122,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
2162,1122,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
5781,1123,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
4974,1123,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
4089,1123,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
9479,1123,4,no,-,no,-,no,-,no,-,not,-,not,-,very,-
4371,1123,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
3804,1124,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
716,1124,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
4138,1124,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
1341,1124,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
8692,1124,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
25,1125,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
5053,1125,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
6283,1125,3,no,-,no,-,no,-,no,-,not,abit,not,-,not,-
7262,1125,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
2158,1125,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
6085,1126,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
8653,1126,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
7716,1126,3,no,-,no,-,no,-,no,-,not,abit,not,-,not,-
4756,1126,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
3963,1126,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
8207,1127,1,yes,-,no,-,no,-,no,-,not,-,not,-,not,-
6665,1127,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
708,1127,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
8612,1127,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
7895,1127,5,no,-,no,-,no,-,no,-,not,-,not,abit,not,-
886,1128,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
9104,1128,2,no,-,no,-,no,-,yes,-,not,-,not,-,not,-
2939,1128,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
42,1128,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
1438,1128,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
2561,1129,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
9044,1129,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
2692,1129,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
6562,1129,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
6008,1129,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
1461,1130,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
4000,1130,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
3014,1130,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
174,1130,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
9403,1130,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
733,1131,1,no,-,no,-,no,-,no,-,very,-,not,-,not,-
7074,1131,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
1196,1131,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
9368,1131,4,no,-,no,yes,no,-,no,-,not,-,not,-,not,-
7080,1131,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
4334,1132,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
7258,1132,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
9647,1132,3,no,-,no,-,no,-,yes,-,not,-,not,-,not,-
5160,1132,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
3901,1132,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
934,1133,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
8131,1133,2,no,-,no,-,no,-,yes,-,not,-,not,-,not,-
8605,1133,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
4203,1133,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
7070,1133,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
6518,1134,1,no,-,no,-,no,-,no,-,very,-,not,-,not,-
6162,1134,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
9752,1134,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
685,1134,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
8086,1134,5,no,-,no,yes,no,-,no,-,not,-,not,-,not,-
354,1135,1,no,-,no,-,no,-,no,-,abit,-,not,-,not,-
316,1135,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
9671,1135,3,no,-,no,-,no,-,yes,-,not,abit,not,-,not,-
8962,1135,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
7769,1135,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
611,1136,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
8609,1136,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
8407,1136,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
5795,1136,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
4388,1136,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
8054,1137,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
472,1137,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
9046,1137,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
2497,1137,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
1311,1137,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
